age,workclass,education,marital-status,occupation,relationship,hours-per-week,capital-change,income
Middle-age, Private, Some-college, Married-civ-spouse, Sales, Husband,Over-workload,No-change, <=50K
Senior, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Not-in-family,Less-workload,No-change, <=50K
Middle-age, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried,Normal-workload,No-change, <=50K
Middle-age, Private, Assoc-voc, Never-married, Sales, Unmarried,Less-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Sales, Husband,Over-workload,No-change, <=50K
Middle-age, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband,Normal-workload,No-change, <=50K
Middle-age, Government, HS-grad, Married-civ-spouse, Adm-clerical, Wife,Normal-workload,No-change, >50K
Young, Private, Bachelors, Never-married, Adm-clerical, Not-in-family,Less-workload,No-change, <=50K
Middle-age, Government, HS-grad, Divorced, Farming-fishing, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Self-emp-inc, Assoc-acdm, Never-married, Sales, Own-child,Normal-workload,No-change, <=50K
Middle-age, Government, HS-grad, Divorced, Adm-clerical, Unmarried,Less-workload,No-change, <=50K
Senior, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, Masters, Married-civ-spouse, Exec-managerial, Husband,Over-workload,No-change, >50K
Young, Private, HS-grad, Never-married, Sales, Other-relative,Normal-workload,No-change, <=50K
Senior, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband,Normal-workload,No-change, <=50K
Senior, Government, HS-grad, Married-civ-spouse, Transport-moving, Husband,Normal-workload,No-change, >50K
Senior, Government, HS-grad, Never-married, Adm-clerical, Unmarried,Normal-workload,No-change, <=50K
Senior, Private, HS-grad, Widowed, Sales, Unmarried,Less-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, >50K
Middle-age, Private, Bachelors, Never-married, Other-service, Other-relative,Over-workload,No-change, <=50K
Young, Private, Bachelors, Never-married, Sales, Not-in-family,Over-workload,No-change, <=50K
Middle-age, Private, Low-education, Married-civ-spouse, Handlers-cleaners, Husband,Over-workload,No-change, <=50K
Middle-age, Government, Low-education, Divorced, Transport-moving, Unmarried,Over-workload,No-change, <=50K
Middle-age, Private, Low-education, Never-married, Prof-specialty, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife,Normal-workload,Capital-gain, <=50K
Middle-age, Private, HS-grad, Never-married, Craft-repair, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Never-married, Adm-clerical, Own-child,Normal-workload,No-change, <=50K
Young, Private, HS-grad, Married-civ-spouse, Sales, Wife,Normal-workload,No-change, >50K
Young, Private, Masters, Never-married, Exec-managerial, Not-in-family,Normal-workload,No-change, <=50K
Young, Private, HS-grad, Never-married, Craft-repair, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Divorced, Handlers-cleaners, Unmarried,Normal-workload,No-change, <=50K
Middle-age, Government, Bachelors, Married-civ-spouse, Adm-clerical, Husband,Over-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Adm-clerical, Unmarried,Normal-workload,No-change, <=50K
Middle-age, Private, Bachelors, Married-civ-spouse, Tech-support, Husband,Normal-workload,No-change, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Separated, Other-service, Not-in-family,Over-workload,No-change, <=50K
Senior, Private, HS-grad, Widowed, Other-service, Other-relative,Less-workload,Capital-loss, <=50K
Young, Private, HS-grad, Never-married, Prof-specialty, Own-child,Normal-workload,No-change, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Other-service, Wife,Less-workload,No-change, <=50K
Young, Private, Bachelors, Never-married, Exec-managerial, Not-in-family,Normal-workload,No-change, <=50K
Senior, Private, Some-college, Divorced, Sales, Not-in-family,Over-workload,No-change, <=50K
Middle-age, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband,Over-workload,No-change, <=50K
Young, Private, Some-college, Married-civ-spouse, Transport-moving, Husband,Normal-workload,No-change, >50K
Senior, Private, Some-college, Separated, Other-service, Not-in-family,Less-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Other-service, Husband,Normal-workload,No-change, <=50K
Young, Private, Low-education, Never-married, Other-service, Own-child,Less-workload,No-change, <=50K
Senior, Government, HS-grad, Married-civ-spouse, Adm-clerical, Husband,Normal-workload,No-change, >50K
Middle-age, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband,Over-workload,No-change, >50K
Senior, Government, HS-grad, Married-civ-spouse, Prof-specialty, Husband,Less-workload,No-change, <=50K
Young, Private, HS-grad, Never-married, Other-service, Not-in-family,Normal-workload,Capital-gain, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Tech-support, Wife,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Divorced, Exec-managerial, Unmarried,Normal-workload,No-change, <=50K
Young, Government, HS-grad, Married-civ-spouse, Protective-serv, Husband,Normal-workload,Capital-gain, >50K
Senior, Private, Bachelors, Never-married, Adm-clerical, Not-in-family,Normal-workload,Capital-gain, >50K
Middle-age, Private, Low-education, Never-married, Handlers-cleaners, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, Low-education, Married-spouse-absent, Transport-moving, Not-in-family,Over-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Tech-support, Own-child,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Never-married, Craft-repair, Not-in-family,Normal-workload,No-change, <=50K
Senior, Private, Low-education, Separated, Other-service, Not-in-family,Less-workload,No-change, <=50K
Senior, Government, Low-education, Divorced, Other-service, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband,Over-workload,Capital-gain, <=50K
Young, Private, Bachelors, Never-married, Adm-clerical, Own-child,Normal-workload,No-change, <=50K
Young, Private, HS-grad, Never-married, Craft-repair, Unmarried,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Divorced, Exec-managerial, Unmarried,Over-workload,No-change, <=50K
Young, Government, Low-education, Never-married, Other-service, Own-child,Normal-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family,Over-workload,No-change, <=50K
Senior, Private, Masters, Married-civ-spouse, Exec-managerial, Husband,Over-workload,Capital-loss, >50K
Senior, Private, Low-education, Divorced, Machine-op-inspct, Unmarried,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Never-married, Adm-clerical, Own-child,Normal-workload,No-change, <=50K
Senior, Self-emp-not-inc, HS-grad, Widowed, Other-service, Not-in-family,Less-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Transport-moving, Not-in-family,Over-workload,No-change, <=50K
Middle-age, Private, Bachelors, Never-married, Adm-clerical, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Married-spouse-absent, Craft-repair, Not-in-family,Normal-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Other-service, Own-child,Normal-workload,No-change, <=50K
Senior, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband,Normal-workload,No-change, >50K
Senior, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,Normal-workload,No-change, <=50K
Young, Private, Low-education, Never-married, Sales, Own-child,Less-workload,No-change, <=50K
Middle-age, Government, Bachelors, Married-civ-spouse, Prof-specialty, Husband,Normal-workload,No-change, <=50K
Young, Private, HS-grad, Never-married, Prof-specialty, Own-child,Less-workload,No-change, <=50K
Senior, Private, HS-grad, Never-married, Other-service, Not-in-family,Normal-workload,No-change, <=50K
Senior, Private, Some-college, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family,Normal-workload,No-change, <=50K
Young, Government, Some-college, Never-married, Craft-repair, Unmarried,Normal-workload,No-change, <=50K
Middle-age, Private, Bachelors, Never-married, Adm-clerical, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Married-civ-spouse, Sales, Wife,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Never-married, Adm-clerical, Unmarried,Less-workload,No-change, <=50K
Middle-age, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband,Over-workload,Capital-gain, >50K
Senior, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband,Over-workload,No-change, >50K
Young, Private, HS-grad, Never-married, Sales, Own-child,Normal-workload,No-change, <=50K
Middle-age, Private, Prof-school, Never-married, Prof-specialty, Not-in-family,Over-workload,Capital-gain, >50K
Senior, Private, HS-grad, Widowed, Adm-clerical, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Government, Some-college, Never-married, Tech-support, Not-in-family,Less-workload,No-change, <=50K
Middle-age, Private, Low-education, Married-civ-spouse, Prof-specialty, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Never-married, Adm-clerical, Other-relative,Normal-workload,No-change, <=50K
Middle-age, Private, Low-education, Divorced, Other-service, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Never-married, Other-service, Own-child,Normal-workload,No-change, <=50K
Middle-age, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband,Normal-workload,No-change, >50K
Middle-age, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, <=50K
Young, Private, Bachelors, Never-married, Prof-specialty, Own-child,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Never-married, Craft-repair, Not-in-family,Over-workload,No-change, <=50K
Middle-age, Private, HS-grad, Divorced, Other-service, Own-child,Normal-workload,Capital-gain, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband,Normal-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Sales, Own-child,Over-workload,No-change, <=50K
Young, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,Normal-workload,No-change, <=50K
Young, Government, HS-grad, Never-married, Adm-clerical, Own-child,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-AF-spouse, Craft-repair, Wife,Over-workload,No-change, >50K
Middle-age, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,Over-workload,No-change, <=50K
Middle-age, Private, Bachelors, Never-married, Craft-repair, Own-child,Less-workload,No-change, <=50K
Senior, Private, Low-education, Married-civ-spouse, Transport-moving, Husband,Over-workload,No-change, <=50K
Middle-age, Government, Bachelors, Married-civ-spouse, Exec-managerial, Husband,Normal-workload,No-change, >50K
Young, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband,Over-workload,No-change, >50K
Senior, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Other-service, Husband,Normal-workload,No-change, <=50K
Senior, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband,Over-workload,No-change, >50K
Senior, Private, Low-education, Married-civ-spouse, Machine-op-inspct, Husband,Over-workload,No-change, <=50K
Middle-age, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband,Over-workload,No-change, >50K
Middle-age, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband,Over-workload,Capital-loss, >50K
Middle-age, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, <=50K
Senior, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Divorced, Prof-specialty, Unmarried,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Married-civ-spouse, Sales, Husband,Over-workload,No-change, >50K
Middle-age, Private, Some-college, Never-married, Adm-clerical, Not-in-family,Normal-workload,Capital-gain, <=50K
Middle-age, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband,Over-workload,No-change, >50K
Senior, Private, Low-education, Married-civ-spouse, Transport-moving, Husband,Normal-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Adm-clerical, Not-in-family,Over-workload,No-change, <=50K
Young, Private, HS-grad, Never-married, Other-service, Other-relative,Normal-workload,No-change, <=50K
Senior, Private, HS-grad, Separated, Craft-repair, Unmarried,Normal-workload,No-change, <=50K
Senior, Government, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband,Less-workload,No-change, <=50K
Young, Private, Some-college, Divorced, Adm-clerical, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Divorced, Adm-clerical, Unmarried,Less-workload,No-change, <=50K
Middle-age, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband,Over-workload,No-change, <=50K
Young, Private, HS-grad, Never-married, Exec-managerial, Not-in-family,Normal-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Other-service, Own-child,Normal-workload,No-change, <=50K
Middle-age, Private, Low-education, Married-civ-spouse, Transport-moving, Husband,Normal-workload,No-change, <=50K
Senior, Private, HS-grad, Divorced, Exec-managerial, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Government, Some-college, Married-civ-spouse, Prof-specialty, Wife,Normal-workload,No-change, <=50K
Senior, Private, Bachelors, Married-civ-spouse, Sales, Husband,Normal-workload,Capital-gain, >50K
Senior, Government, Doctorate, Divorced, Prof-specialty, Not-in-family,Normal-workload,Capital-gain, <=50K
Senior, Private, Some-college, Divorced, Other-service, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Divorced, Protective-serv, Not-in-family,Over-workload,No-change, <=50K
Middle-age, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband,Over-workload,No-change, >50K
Middle-age, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband,Normal-workload,No-change, <=50K
Young, Government, Assoc-acdm, Never-married, Other-service, Own-child,Less-workload,No-change, <=50K
Middle-age, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,Over-workload,No-change, <=50K
Young, Private, Low-education, Never-married, Handlers-cleaners, Own-child,Less-workload,No-change, <=50K
Senior, Private, HS-grad, Widowed, Prof-specialty, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Government, Bachelors, Divorced, Prof-specialty, Unmarried,Normal-workload,Capital-gain, <=50K
